timestamp,ticker,mode,long_score,short_score,confidence_label,signal_type,suggested_entry,stop_loss,target1,target2,reward_risk,atr,rsi14,vwap,rel_volume,outcome_pnl,outcome_note
2026-03-11T13:29:19,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:26,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:31,LITE,live,34.3,68.7,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:36,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:42,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:47,LITE,live,25.3,77.8,Strong Short,SHORT_SETUP,653.0,654.9157,650.1264,648.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:52,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,652.01,653.9257,649.1364,647.2207,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:29:58,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,652.01,653.9257,649.1364,647.2207,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:04,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,663.12,665.0357,660.2464,658.3307,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:11,LITE,live,25.3,77.8,Strong Short,SHORT_SETUP,662.03,663.9457,659.1564,657.2407,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:18,LITE,live,34.3,68.7,Strong Short,SHORT_SETUP,663.49,665.4057,660.6164,658.7007,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:24,LITE,live,34.3,68.7,Strong Short,SHORT_SETUP,660.0,661.9157,657.1264,655.2107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:29,LITE,live,25.3,68.7,Strong Short,SHORT_SETUP,663.45,665.3657,660.5764,658.6607,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:34,LITE,live,25.3,77.8,Strong Short,SHORT_SETUP,661.19,663.1057,658.3164,656.4007,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:42,LITE,live,34.3,68.7,Strong Short,SHORT_SETUP,662.49,664.4057,659.6164,657.7007,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
2026-03-11T13:30:47,LITE,live,34.3,68.7,Strong Short,SHORT_SETUP,661.5,663.4157,658.6264,656.7107,1.5,1.9157142857142813,33.914728682170505,691.2202191793332,4.6,,
